"ccode","irst.1990","irst.1991","irst.1992","irst.1993","irst.1994","irst.1995","irst.1996","irst.1997","irst.1998","irst.1999","irst.2000","irst.2001","irst.2002","irst.2003","irst.2004","irst.2005","irst.2006","irst.2007","milex.1990","milex.1991","milex.1992","milex.1993","milex.1994","milex.1995","milex.1996","milex.1997","milex.1998","milex.1999","milex.2000","milex.2001","milex.2002","milex.2003","milex.2004","milex.2005","milex.2006","milex.2007","milper.1990","milper.1991","milper.1992","milper.1993","milper.1994","milper.1995","milper.1996","milper.1997","milper.1998","milper.1999","milper.2000","milper.2001","milper.2002","milper.2003","milper.2004","milper.2005","milper.2006","milper.2007","pec.1990","pec.1991","pec.1992","pec.1993","pec.1994","pec.1995","pec.1996","pec.1997","pec.1998","pec.1999","pec.2000","pec.2001","pec.2002","pec.2003","pec.2004","pec.2005","pec.2006","pec.2007","tpop.1990","tpop.1991","tpop.1992","tpop.1993","tpop.1994","tpop.1995","tpop.1996","tpop.1997","tpop.1998","tpop.1999","tpop.2000","tpop.2001","tpop.2002","tpop.2003","tpop.2004","tpop.2005","tpop.2006","tpop.2007","upop.1990","upop.1991","upop.1992","upop.1993","upop.1994","upop.1995","upop.1996","upop.1997","upop.1998","upop.1999","upop.2000","upop.2001","upop.2002","upop.2003","upop.2004","upop.2005","upop.2006","upop.2007"
771,75,58,36,32,34,36,37,40,40,0,0,0,-9,-9,-9,-9,-9,-9,326900,303310,355000,355000,475000,5e+05,554000,593000,631000,667000,691000,639000,607000,645000,775000,889000,938000,998000,103,107,107,107,113,115,113,110,110,110,137,137,137,126,125,125,126,127,26259.32,29419.91,29812.13,30536.8,31416.8,32839.12,32448.1,33983.28,25830.63,33365.8,35667.33,37400.88,38345.62,39960.77,41208.86,42900.32,44619.63,45953.96,109765,109880,113223,114844,116493,118229,120073,122013,124774,126947,129155,131000,132900,134800,136700,138600,140600,142600,11906,12231,12287,12864,13469,14067,14692,15344,16025,16737,17462,18218,18832,19467,20123,20769,21435,22123
775,25,25,15,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,858000,971000,356150,2675000,1822000,1880000,2012000,2167000,2142000,1995000,1020000,1088000,5632000,6260000,5889000,6944000,7266000,7009000,230,286,286,322,322,322,322,322,322,345,344,344,444,488,485,482,376,375,15759.1,15453.52,16311.05,15823.36,16798.63,17174.32,16834.21,17718.37,17726.77,17438.8,17582.79,17450.07,18158.12,19112.17,20426.59,22530.51,22295.74,22527.65,41354,41552,42333,43116,43922,45106,45922,46402,44497,45059,45611,51138,52171,53224,54299,55374,56449,57524,6251,6384,6551,6732,6919,7116,7319,7528,7742,7963,8194,8432,8644,8862,9086,9349,9620,9899
780,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,439310,450060,547200,464000,526000,663000,887000,949000,995000,807000,880000,786000,514000,515000,558000,729000,863000,975000,22,110,110,110,110,110,110,110,110,100,115,121,158,152,151,151,111,151,5266.928,6020.188,5556.615,6580.233,6928.307,6875.806,6980.127,6699.017,7362.006,7170.192,7834.507,7365.103,7831.164,7920.303,8500.897,7963.521,8892.964,8341.509,16993,17247,17405,17619,17865,18112,18315,18552,18455,18639,18827,18732,19007,19252,19462,19668,19886,20010,1432,1455,1478,1501,1525,1554,1583,1613,1644,1675,1664,1654,1643,1632,1622,1627,1632,1637
781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,39000,41000,35000,36000,26000,34000,39000,46000,56000,63000,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,3.041549,3.532889,3.685051,4.913401,5.762621,7.113806,7.850817,8.833497,10.18468,11.53587,12.88705,14.36107,15.58942,17.43195,19.76581,22.94578,26.21557,30.16939,216,223,231,238,246,254,263,273,271,278,286,276,281,285,289,294,298,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,109
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36700,29900,35000,37000,43000,37000,39000,42000,39000,42000,106000,142000,95000,110000,116000,154000,156000,167000,35,35,35,35,35,40,35,35,35,35,50,46,51,63,66,69,69,69,5089.021,5188.112,5281.21,5321.783,5356.538,5445.275,5689.297,5782.937,5662.918,6103.833,6018.807,6121.91,5954.483,6083.985,6143.178,6354.903,6414.587,6469.854,18111,19279,18879,19275,20898,21456,20832,22591,22847,23385,23930,23935,23701,24250,24797,25343,25887,26427,322,333,350,452,554,657,759,861,963,1066,1168,1270,1341,1415,1494,1568,1646,1728
800,685,711,779,800,1461,2134,2143,2101,1814,1532,2100,2127,2538,3551,4533,5161,4194,5565,2060000,2400000,2900000,3200000,3630000,4006000,4393000,3326000,2124000,2638000,2419000,18319000,1832000,1931000,1954000,2075000,2373000,3333000,283,283,283,295,290,288,288,288,280,300,301,306,306,314,310,306,307,307,72432.7,77173.82,88280.74,96566.47,111760.3,129170.1,166617.3,186427.6,180598.6,189596.6,198570.3,205811.9,218901,247629,272234,290416.3,295771.4,296918.5,55839,56574,57294,58010,58716,59401,60003,60602,60300,60856,61399,62914,63482,64019,64177,64839,65306,66042,7698,7798,7913,8025,8466,8932,9423,9941,10487,10688,10886,11087,11293,11502,11714,11909,12106,12307
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,42730,58000,74000,133000,174000,185000,144000,155000,176000,195000,188000,67000,105000,105000,111000,123000,137000,112,112,135,102,70,70,60,60,60,60,140,140,125,125,125,125,124,124,3526.917,3510.922,3492.798,3480.582,3494.808,3461.316,3423.482,3409.552,3337.903,3276.002,3220.735,3166.928,4821.723,4914.837,5018.16,5121.3,5237.978,5365.767,8568,8807,9054,9308,9568,9836,10273,10516,10716,10945,11168,12922,13164,13415,13091,13661,14231,14801,840,863,887,911,1231,1662,2246,3034,4098,3328,2557,1787,1016,1054,1093,1127,1161,1196
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,102170,110000,77000,73000,79000,72000,34000,22000,20000,19000,11000,11000,11000,12000,13000,15000,55,53,37,37,45,50,50,50,50,50,29,29,29,29,29,29,29,29,1891.749,1915.963,1918.451,1931.056,1976.114,1956.79,2072.653,2151.623,2240.066,2328.481,2561.708,2616.53,2614.713,2585.56,2663.196,2720.741,2746.026,2720.821,4202,4332,4463,4597,4736,4882,5035,5194,5163,5297,5433,5377,5526,5679,5836,5679,5747,5874,361,372,384,402,421,441,461,482,505,528,552,578,613,651,690,729,770,814
816,102,183,219,270,301,271,311,314,306,308,306,319,409,544,689,890,1869,2024,723000,1870000,720000,358000,992000,910000,970000,1004000,943000,890000,2303000,2351000,2226000,2313000,2781000,3153000,3439000,3709,1050,1040,857,857,700,650,650,650,640,485,484,484,484,484,484,484,469,455,33355.19,34500.84,34867.2,34768.1,36556.93,38420.75,41400.7,45178.71,46817.98,46845.02,48171.64,50771.47,54429.58,58150.23,67632.28,67749.9,69859.78,73950.32,66233,67774,69405,70982,72510,73793,75181,76548,77562,78705,79832,78686,79727,80902,82032,83106,84137,85172,7551,7773,7921,8218,8526,8787,9056,9333,9618,9913,10216,10529,10901,11285,11684,12065,12458,12864
820,1100,1130,1559,1807,2046,2450,3216,2962,1903,2770,3650,4100,4722,3960,5698,5296,5834,6895,1560000,1740000,2500000,2600000,3142000,3514000,3695000,3377000,1891000,3158000,2579000,3249000,2238000,2882000,2742000,3110000,3206000,4021000,130,128,128,115,115,122,128,110,110,95,96,100,100,104,107,110,110,109,29509.71,35946.16,39151.62,50067.59,56482.75,74374.09,74040.77,75993.7,79628.65,77771.53,92030.4,96623.13,107143.3,127696.8,130997.2,142737.9,147066,160259,17764,18547,19043,19564,20112,20689,21169,21666,21410,21830,22244,24013,24527,25048,25581,26128,26640,27174,2984,3080,3126,3245,3369,3484,3603,3726,3853,3984,4098,4215,4665,5115,5566,6016,6466,6916
830,489,510,482,520,530,521,531,383,499,590,603,456,460,561,610,572,607,640,1700000,2130000,2500000,2700000,3118000,3970000,4129000,4624000,4936000,4696000,4316000,4280000,4581000,4741000,5102000,5578000,6321000,7007000,56,56,56,56,56,53,53,55,60,60,60,60,60,72,72,72,73,73,175810.2,185942.4,186131.4,196107.1,220036.3,206183.6,224301.3,224263.2,209412.6,173811.5,158354.5,158891.5,157484.6,160149.4,186314.9,228790.7,225884.7,205199.1,3016,3090,3178,3259,3364,3468,3612,3737,3922,3951,4018,4138,4176,4115,4167,4266,4401,4589,3016,3090,3178,3259,3364,3468,3612,3737,3992,3951,4018,4131,4167,4204,4240,4342,4484,4589
835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,395600,255000,263000,268000,344000,378000,386000,402000,353000,279000,268000,273000,298000,309000,328000,346000,4,4,4,4,5,5,5,5,5,5,5,6,7,7,7,7,7,7,4862.273,3695.224,3864.874,3638.709,3550.701,3725.259,3602.268,3733.539,3977.875,3012.892,4260.136,4063.939,4277.157,4173.218,4486.396,4168.823,4141.575,5424.586,253,260,268,276,284,296,305,307,315,322,328,333,344,350,360,370,383,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,300,250,250,250,473,923,920,980,880,530,426,500,550,500,400,470,558,718,978980,968400,1100000,1200000,1117000,1361000,1520000,1422000,1521000,1627000,1357000,1065000,1367000,840000,825000,836000,899000,1130000,109,107,107,107,104,104,103,105,106,107,106,107,106,106,106,106,106,106,53954.87,56402.11,63427.95,61823.81,60078.7,81688.58,93105.13,98369.89,94153.59,106710,108748.3,102771.5,94511.09,94851.1,86326.53,89458.3,87138.11,85335.01,61480,63692,65339,66982,68624,70267,71899,73527,72944,74454,75967,77926,79504,81081,82664,84241,86973,88706,14177,13035,13652,14268,14885,15501,16756,18010,19265,20519,21774,22201,22636,23080,23532,24036,24550,25075
850,2892,3250,3171,3200,3220,4130,4109,3816,2699,2891,2848,2781,2462,2042,3682,3675,3759,4016,1450000,1500000,1800000,2031000,2486000,4403000,4797000,4812000,967000,1502000,614000,860000,6112000,7121000,2568000,2869000,3645000,4329000,283,278,283,271,280,280,280,280,280,296,297,297,297,302,302,302,302,302,155709,171313.9,180284.7,186002.6,188572.7,193994.3,207228.1,209005.7,170935.3,202357.1,186400.9,240384.7,279684.4,284860.5,260965.5,288200.5,292090.4,306460.5,179483,181385,184491,187589,190676,194755,196813,199867,206338,209255,212107,208643,211439,214251,217077,219852,222747,225642,23309,24409,24852,25700,26577,27484,39236,50988,48264,45540,42816,40092,37368,34644,34576,34507,35107,35718
860,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,10276.77,10278.37,10343.31,10383.7,10400.47,10417.37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,867,908,951,992,1029,1064,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0
900,6676,6140,6802,7853,8424,8460,8415,8831,8941,8172,7129,7033,7527,7544,7414,7757,7881,7939,7270000,7570000,7200000,7300000,7300000,8399000,8755000,8625000,7682000,7775000,7384000,6752000,9299000,11529000,13907000,15550000,17208000,20216000,68,68,68,68,65,65,65,65,65,55,51,51,51,54,53,52,53,52,166305.4,181356.7,192559.7,198833.5,207771.8,211616,233666.5,245278.6,256258.8,250954.9,241910.3,241179,235163.3,235230.3,237360.8,240564.6,236929.4,238200.4,17065,17284,17489,17667,17855,18072,18311,18532,18520,18705,18886,19413,19651,19895,20127,20395,20698,21072,12083,12295,12507,12719,12931,13143,13355,13566,13778,13990,14202,14414,14626,14838,15034,15230,15509,15787
910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49820,40000,58900,86700,97000,66000,80000,65000,57000,46000,31000,27000,17000,19000,24000,30000,31000,35000,4,4,4,4,4,5,5,5,5,4,4,4,3,3,3,3,9,3,2295.503,2375.915,2377.25,2380.115,2293.329,2345.254,2459.532,2393.84,2503.85,2540.254,2533.863,2593.035,2623.479,2640.214,3266.707,4243.162,4329.037,3986.79,3698,3772,3847,3922,3997,4074,4400,4500,4600,4702,4807,4808,5462,5821,5969,6118,6270,6423,174,182,190,198,206,214,222,230,238,246,254,258,262,266,271,277,283,289
920,765,700,759,850,768,842,808,758,756,775,702,826,765,853,885,889,810,845,826270,785760,607500,681100,733000,1024000,1022000,904000,898000,824000,804000,664000,752000,1069000,1221000,1449000,1544000,1388000,11,11,11,11,10,10,10,10,10,10,9,9,9,9,8,8,9,9,20475.96,20741.97,20875.29,21652.36,21948.21,21512.52,23142.05,24321.49,22879.27,24768.44,25883.95,25748.64,26345.11,24620.79,24475.72,23901.88,24234.76,24200.14,3362,3406,3442,3451,3493,3542,3570,3761,3796,3828,3862,3881,3949,4027,4088,4134,4185,4228,1116,1485,1504,1530,1555,1581,1631,1682,1732,1750,1766,1840,1913,1987,2071,2154,2202,2223
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55153,10.7972,11.04287,11.1657,11.28854,11.65705,11.77988,11.77988,12.02555,32.84486,33.21336,33.45903,33.45903,33.58187,33.58187,33.7047,33.7047,34.01456,144,148,152,156,161,165,169,178,182,186,190,190,199,207,216,219,221,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.6754,110.6754,110.6754,110.6754,110.6224,113.4221,114.0363,114.6505,115.2646,118.0114,118.8712,118.994,119.1169,118.994,118.994,120.3452,120.4681,118.3104,320,331,343,354,366,378,391,404,417,430,444,426,437,448,460,471,483,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.584572,1.781108,1.547721,1.71969,2.186464,2.518118,2.690087,2.898907,2.898907,-9,-9,-9,-9,-9,-9,-9,-9,-9,101,101,101,87,89,90,92,94,95,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0
947,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.3439381,0.3685051,0.4790566,0.4667731,0.5036236,0.5159071,0.5281906,0.5281906,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,11,9,9,9,10,10,10,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25660,32400,23090,27200,34000,48000,49000,48000,34000,35000,33000,26000,29000,30000,56000,49000,43000,50000,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,416.8469,526.0768,524.7565,525.9849,612.1369,544.6971,571.2949,485.3596,410.1588,509.6013,485.8207,469.0581,483.4715,489.9785,479.9156,460.1108,478.8383,421.5467,731,741,746,771,784,796,797,809,796,806,817,810,811,816,822,825,830,834,167,174,168,173,178,183,188,193,199,205,210,216,219,222,226,229,232,235
955,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.829105,4.829105,5.320446,5.443281,6.057456,6.303126,6.425961,6.057456,5.811786,-9,-9,-9,-9,-9,-9,-9,-9,-9,110,110,101,101,101,102,102,103,103,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0
970,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.053556,4.053556,3.685051,3.685051,3.807886,3.918437,4.004422,4.10269,4.237808,-9,-9,-9,-9,-9,-9,-9,-9,-9,13,13,12,12,13,13,13,13,14,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0
983,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,7.370101,7.984277,8.598452,9.089792,9.581132,9.728534,9.654833,9.949637,9.777668,10.77263,11.17799,12.2098,11.8413,12.44319,12.34492,12.77484,13.26618,-9,48,50,52,54,56,57,61,60,62,64,55,57,56,55,54,52,53,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,17.1969,17.1969,17.31974,17.31974,17.31974,16.70556,17.56541,17.93391,17.81108,17.93391,17.93391,18.67093,20.75912,21.12762,-9,-9,-9,-9,16,17,17,17,19,19,19,20,20,20,21,22,22,21,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,0,0,0.0685727,25.37259,25.86393,25.98676,26.35527,26.4781,26.60094,26.84661,26.96944,27.09228,-9,111,114,117,104,105,126,130,114,116,119,117,120,108,109,109,110,110,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.26142,32.26142,34.10394,34.10394,34.59528,34.71812,35.82675,37.42361,37.54644,37.78899,40.78617,43.16917,47.0876,44.54492,42.7761,43.50082,44.62415,44.93124,164,161,161,162,164,165,166,168,174,177,180,180,178,180,182,183,185,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
